seed	H	W	C
6327	34	29	2
6328	62	86	3
6329	44	45	6
6330	32	28	2
6331	52	45	5
6332	16	89	3
6333	12	71	5
6334	52	55	2
6335	51	48	4
6336	64	80	5
6337	18	81	5
6338	32	58	3
6339	98	17	4
6340	24	31	4
6341	57	64	5
6342	52	41	2
6343	16	30	5
6344	79	34	2
6345	66	77	2
6346	72	91	5
6347	82	59	4
6348	10	59	3
6349	44	46	3
6350	98	63	5
6351	18	16	5
6352	62	58	5
6353	89	42	6
6354	25	44	3
6355	78	29	3
6356	42	27	6
6357	22	99	6
6358	66	62	6
6359	94	65	4
6360	33	52	5
6361	12	12	5
6362	18	35	6
6363	53	54	6
6364	31	100	2
6365	25	42	4
6366	48	92	5
6367	54	51	5
6368	29	40	2
6369	70	36	4
6370	68	85	6
6371	89	42	3
6372	70	17	5
6373	17	38	4
6374	12	47	5
6375	52	31	2
6376	89	88	4
6377	42	33	5
6378	48	55	4
6379	65	34	2
6380	60	70	6
6381	34	75	2
6382	71	54	3
6383	38	55	5
6384	34	14	6
6385	48	13	3
6386	44	48	2
6387	87	40	3
6388	95	66	3
6389	59	38	6
6390	36	94	4
6391	81	58	4
6392	36	86	5
6393	64	33	4
6394	41	80	3
6395	52	95	5
6396	26	75	5
6397	34	58	2
6398	44	65	3
6399	58	41	5
6400	96	12	2
6401	22	46	3
6402	94	14	4
6403	84	46	4
6404	50	61	3
6405	30	89	2
6406	71	30	4
6407	56	44	6
6408	60	17	4
6409	33	58	3
6410	36	13	4
6411	14	33	2
6412	31	30	3
6413	70	54	2
6414	41	48	6
6415	37	76	6
6416	79	72	6
6417	96	57	5
6418	96	28	3
6419	22	11	4
6420	68	92	5
6421	86	14	2
6422	100	98	5
6423	68	36	2
6424	18	97	3
6425	64	100	4
6426	13	80	6
6427	70	94	5
6428	80	18	6
6429	86	50	3
6430	32	20	5
6431	94	61	5
6432	96	17	4
6433	64	45	3
6434	23	92	4
6435	40	84	6
6436	32	89	2
6437	25	32	3
6438	54	60	4
6439	68	68	4
6440	85	66	3
6441	63	56	3
6442	82	99	2
6443	27	86	4
6444	74	28	5
6445	47	94	3
6446	20	83	3
6447	28	66	6
6448	46	57	4
6449	68	77	3
6450	18	52	3
6451	90	68	3
6452	62	53	6
6453	56	40	6
6454	42	59	4
6455	38	17	3
6456	96	19	3
6457	98	15	4
6458	56	19	4
6459	78	15	4
6460	60	30	2
6461	53	96	6
6462	66	56	2
6463	16	22	2
6464	13	62	4
6465	50	100	4
6466	55	14	2
6467	100	55	4
6468	32	62	2
6469	89	38	2
6470	42	50	3
6471	68	47	5
6472	34	41	3
6473	77	22	3
6474	90	55	3
6475	71	58	4
6476	58	46	5
6477	29	18	3
6478	74	33	2
6479	75	56	4
6480	83	74	6
6481	73	66	2
6482	72	84	3
6483	90	31	4
6484	18	45	5
6485	48	44	5
6486	100	27	6
6487	71	16	5
6488	17	98	6
6489	17	70	4
6490	56	87	6
6491	38	22	6
6492	27	48	2
6493	13	22	3
6494	37	48	5
6495	25	78	5
6496	52	14	4
6497	26	57	5
6498	32	23	5
6499	50	42	3
6500	54	40	6
6501	25	44	2
6502	98	25	4
6503	28	37	2
6504	73	100	5
6505	32	24	4
6506	56	17	6
6507	57	48	2
6508	10	67	3
6509	96	52	3
6510	19	28	4
6511	24	52	5
6512	98	59	4
6513	65	10	3
6514	18	68	3
6515	58	82	4
6516	93	56	5
6517	18	80	5
6518	75	36	6
6519	10	17	6
6520	28	98	2
6521	84	53	5
6522	100	34	5
6523	20	81	3
6524	98	11	5
6525	24	76	2
6526	90	90	3
6527	80	88	3
6528	26	50	2
6529	37	36	6
6530	94	21	5
6531	48	61	4
6532	30	60	3
6533	14	63	4
6534	62	65	2
6535	71	30	3
6536	30	15	6
6537	99	16	5
6538	96	62	5
6539	74	56	4
6540	10	11	4
6541	36	82	6
6542	95	86	2
6543	10	83	4
6544	43	84	2
6545	67	54	4
6546	20	97	6
6547	68	99	4
6548	29	26	5
6549	34	23	6
6550	47	56	3
6551	24	65	2
6552	16	24	6
6553	98	97	6
6554	53	24	4
6555	44	75	6
6556	48	87	2
6557	19	62	2
6558	63	16	6
6559	64	43	5
6560	94	40	2
6561	26	91	3
6562	59	86	5
6563	37	28	2
6564	66	41	5
6565	47	44	6
6566	70	16	5
6567	11	32	4
6568	31	54	2
6569	25	20	5
6570	66	36	4
6571	95	34	3
6572	92	72	6
6573	25	72	2
6574	74	39	4
6575	73	18	2
6576	90	40	5
6577	51	16	2
6578	38	57	4
6579	16	34	5
6580	72	97	3
6581	38	97	3
6582	51	20	3
6583	38	92	2
6584	55	96	5
6585	65	46	5
6586	62	28	3
6587	15	96	3
6588	81	86	3
6589	83	60	6
6590	77	52	2
6591	13	30	6
6592	81	28	6
6593	99	58	4
6594	94	38	3
6595	98	74	3
6596	64	96	5
6597	85	24	6
6598	17	40	5
6599	52	33	4
6600	92	41	2
6601	18	86	5
6602	74	17	2
6603	24	20	6
6604	81	36	3
6605	75	14	6
6606	29	16	4
6607	36	85	6
6608	55	46	2
6609	58	23	3
6610	52	60	6
6611	64	79	3
6612	71	76	3
6613	19	74	4
6614	86	53	2
6615	29	68	4
6616	36	69	2
6617	58	58	2
6618	87	94	4
6619	16	80	6
6620	11	48	3
6621	75	38	4
6622	55	32	6
6623	85	34	2
6624	58	58	2
6625	41	28	2
6626	54	55	6
6627	23	14	4
6628	80	42	6
6629	82	89	3
6630	20	96	5
6631	16	98	4
6632	98	87	2
6633	58	90	3
6634	69	68	5
6635	52	45	5
6636	96	73	2
6637	10	25	3
6638	81	38	5
6639	22	17	3
6640	78	81	5
6641	66	59	6
6642	89	96	5
6643	78	10	4
6644	62	82	4
6645	82	89	4
6646	77	50	3
6647	60	33	4
6648	94	96	5
6649	72	43	3
6650	10	32	5
6651	55	56	4
6652	50	89	5
6653	16	33	3
6654	82	11	6
6655	17	92	5
6656	83	92	3
6657	29	98	6
6658	16	18	4
6659	85	58	4
6660	48	52	3
6661	46	76	3
6662	59	94	6
6663	85	76	2
6664	66	76	2
6665	76	74	4
6666	40	69	6
6667	68	55	3
6668	78	21	2
6669	67	20	2
6670	20	87	3
6671	78	74	5
6672	98	32	2
6673	97	74	4
6674	98	75	6
6675	55	82	4
6676	14	47	2
6677	21	80	3
6678	25	96	2
6679	51	52	4
6680	32	85	5
6681	10	83	5
6682	44	31	2
6683	94	14	5
6684	12	75	4
6685	34	29	6
6686	32	91	6
6687	56	70	3
6688	45	90	3
6689	90	65	2
6690	46	65	6
6691	56	26	4
6692	44	69	4
6693	10	25	2
6694	34	50	4
6695	23	80	5
6696	11	78	2
6697	37	10	4
6698	84	86	4
6699	54	87	5
6700	12	81	4
6701	56	89	4
6702	86	61	2
6703	100	15	3
6704	88	16	5
6705	20	66	3
6706	42	83	4
6707	100	41	4
6708	92	83	2
6709	77	48	6
6710	34	30	5
6711	31	86	3
6712	76	74	3
6713	64	42	2
6714	64	39	6
6715	50	35	3
6716	84	49	6
6717	57	46	6
6718	17	88	3
6719	44	100	3
6720	87	56	6
6721	69	18	2
6722	50	72	4
6723	82	67	6
6724	44	62	3
6725	85	44	3
6726	14	26	3
6727	84	66	4
6728	100	21	4
6729	38	30	2
6730	14	39	6
6731	56	43	2
6732	80	74	4
6733	26	92	2
6734	57	84	5
6735	45	96	3
6736	95	72	6
6737	41	38	2
6738	78	21	4
6739	18	80	5
6740	18	88	5
6741	74	65	4
6742	78	35	3
6743	68	83	5
6744	100	78	4
6745	82	32	2
6746	16	17	5
6747	59	74	6
6748	89	52	6
6749	20	70	3
6750	90	85	2
6751	90	72	3
6752	74	21	4
6753	13	50	2
6754	32	13	6
6755	50	18	2
6756	96	35	3
6757	62	43	6
6758	28	51	6
6759	64	13	2
6760	12	60	2
6761	40	71	4
6762	73	96	4
6763	46	66	5
6764	40	80	4
6765	82	29	4
6766	80	92	4
6767	58	76	6
6768	99	54	3
6769	49	94	4
6770	98	61	4
6771	17	62	2
6772	71	22	6
6773	91	16	4
6774	97	56	3
6775	67	14	6
6776	56	88	3
6777	77	42	5
6778	37	32	6
6779	66	100	2
6780	82	18	4
6781	42	80	6
6782	47	18	4
6783	10	64	5
6784	94	18	5
6785	86	35	5
6786	84	57	6
6787	33	30	4
6788	82	75	3
6789	36	51	6
6790	25	82	3
6791	32	57	3
6792	77	56	2
6793	87	34	6
6794	36	49	3
6795	44	57	5
6796	99	28	2
6797	26	99	3
6798	98	69	6
6799	98	17	4
6800	62	81	6
6801	40	77	5
6802	27	84	4
6803	98	10	5
6804	77	80	5
6805	36	49	4
6806	80	56	4
6807	18	11	3
6808	47	90	3
6809	65	86	4
6810	89	60	3
6811	87	16	2
6812	72	46	6
6813	34	89	3
6814	46	41	4
6815	85	34	3
6816	44	60	2
6817	66	97	4
6818	60	41	3
6819	23	82	2
6820	88	43	3
6821	33	78	4
6822	31	10	4
6823	10	77	3
6824	86	27	5
6825	62	39	2
6826	21	66	6
6827	47	12	4
6828	70	31	6
6829	12	17	4
6830	30	53	2
6831	26	37	6
6832	66	58	3
6833	74	69	2
6834	85	26	6
6835	87	72	3
6836	79	44	3
6837	72	75	2
6838	99	20	2
6839	14	62	6
6840	21	72	2
6841	40	10	2
6842	20	43	3
6843	42	82	4
6844	76	41	5
6845	76	65	5
6846	90	18	6
6847	38	26	3
6848	46	63	2
6849	76	71	6
6850	34	11	6
6851	17	68	3
6852	100	34	3
6853	78	91	6
6854	85	52	2
6855	58	91	6
6856	30	60	4
6857	51	72	2
6858	82	27	6
6859	20	12	2
6860	18	52	2
6861	47	48	5
6862	26	16	5
6863	37	26	2
6864	63	54	6
6865	75	92	6
6866	69	66	5
6867	54	30	5
6868	63	62	6
6869	64	33	3
6870	96	27	4
6871	34	34	2
6872	76	39	3
6873	69	32	4
6874	55	64	6
6875	86	76	2
6876	57	94	5
6877	66	85	3
6878	89	36	6
6879	51	98	4
6880	21	70	5
6881	14	22	5
6882	93	80	4
6883	34	76	6
6884	34	83	3
6885	13	22	2
6886	54	75	5
6887	52	15	2
6888	76	66	2
6889	49	68	3
6890	25	50	5
6891	36	73	5
6892	35	68	6
6893	36	86	5
6894	96	17	3
6895	10	13	2
6896	28	34	5
6897	40	39	6
6898	97	48	6
6899	86	55	5
6900	21	94	3
6901	85	12	5
6902	77	90	2
6903	97	16	4
6904	53	44	6
6905	23	88	6
6906	59	74	2
6907	44	11	2
6908	48	18	3
6909	96	33	2
6910	70	99	2
6911	28	96	2
6912	91	80	2
6913	57	84	6
6914	74	25	4
6915	80	99	4
6916	99	86	5
6917	36	76	6
6918	47	14	5
6919	16	36	2
6920	88	15	4
6921	56	52	3
6922	87	82	2
6923	69	38	4
6924	32	67	3
6925	12	69	5
6926	70	12	6
6927	30	19	6
6928	52	68	3
6929	92	85	6
6930	90	29	6
6931	46	24	2
6932	44	48	5
6933	29	48	5
6934	28	19	3
6935	58	60	4
6936	81	64	5
6937	15	90	6
6938	61	74	4
6939	74	18	6
6940	35	26	2
6941	25	82	2
6942	100	64	5
6943	82	10	3
6944	45	78	3
6945	88	10	5
6946	66	13	3
6947	88	67	3
6948	63	54	3
6949	60	88	2
6950	31	14	3
6951	74	60	4
6952	99	86	2
6953	30	73	3
6954	91	24	2
6955	42	45	4
6956	99	40	5
6957	94	70	6
6958	90	19	2
6959	99	16	3
6960	42	69	6
6961	98	19	2
6962	62	24	2
6963	30	47	3
6964	54	33	3
6965	88	31	5
6966	26	53	5
6967	98	24	6
6968	24	45	3
6969	17	34	3
6970	60	34	5
6971	52	87	6
6972	26	23	4
6973	95	98	4
6974	70	15	4
6975	24	38	2
6976	82	79	5
6977	17	80	5
6978	55	62	6
6979	15	60	4
6980	31	58	2
6981	36	59	5
6982	27	28	2
6983	74	36	6
6984	59	12	2
6985	11	46	4
6986	20	17	6
6987	64	51	5
6988	40	20	5
6989	46	79	2
6990	56	15	6
6991	16	11	4
6992	41	18	2
6993	46	44	3
6994	88	65	5
6995	18	51	3
6996	68	78	3
6997	14	87	3
6998	63	92	6
6999	84	47	2
7000	94	92	6
7001	68	21	3
7002	28	60	5
7003	74	65	3
7004	71	92	3
7005	66	24	6
7006	75	92	2
7007	22	11	2
7008	34	99	6
7009	16	30	4
7010	66	58	4
7011	27	72	2
7012	76	43	3
7013	17	78	2
7014	30	81	2
7015	100	71	2
7016	88	49	5
7017	72	80	6
7018	84	45	2
7019	64	33	2
7020	16	14	2
7021	69	60	3
7022	64	51	6
7023	67	28	6
7024	80	63	2
7025	66	42	2
7026	96	81	2
7027	48	52	6
7028	11	48	4
7029	42	57	3
7030	28	58	6
7031	48	52	6
7032	88	72	2
7033	36	77	5
7034	82	57	3
7035	27	78	2
7036	34	100	5
7037	89	10	4
7038	25	40	2
7039	76	69	4
7040	26	36	4
7041	24	95	4
7042	87	56	2
7043	15	14	4
7044	45	16	4
7045	26	85	4
7046	96	77	6
7047	46	40	6
7048	44	19	6
7049	33	88	2
7050	71	78	3
7051	20	51	5
7052	14	35	2
7053	59	66	5
7054	16	97	5
7055	99	84	2
7056	97	94	6
7057	60	91	6
7058	78	92	3
7059	74	20	5
7060	46	16	2
7061	94	95	6
7062	48	28	4
7063	80	87	5
7064	52	18	6
7065	86	53	6
7066	38	61	3
7067	76	29	4
7068	73	98	4
7069	92	18	3
7070	63	24	5
7071	20	57	6
7072	11	40	6
7073	25	64	5
7074	24	11	4
7075	38	37	3
7076	52	93	5
7077	78	88	3
7078	30	11	5
7079	29	48	6
7080	62	62	5
7081	33	66	3
7082	19	40	2
7083	27	26	6
7084	71	82	6
7085	42	55	5
7086	47	52	4
7087	46	44	5
7088	45	52	3
7089	52	76	5
7090	87	62	5
7091	95	62	6
7092	88	34	3
7093	38	53	5
7094	58	49	3
7095	87	78	4
7096	79	50	6
7097	19	92	5
7098	91	98	6
7099	37	80	3
7100	74	81	5
7101	83	88	2
7102	18	11	4
7103	74	24	5
7104	34	91	4
7105	35	66	4
7106	41	86	4
7107	31	64	6
7108	78	49	5
7109	39	52	3
7110	72	30	6
7111	23	84	5
7112	31	88	3
7113	66	45	3
7114	27	32	2
7115	34	19	2
7116	63	24	2
7117	66	61	2
7118	26	87	4
7119	96	32	5
7120	95	70	4
7121	38	20	5
7122	14	81	5
7123	97	24	5
7124	74	58	6
7125	56	77	4
7126	20	80	4
7127	68	61	5
7128	98	12	5
7129	10	67	4
7130	17	58	4
7131	16	11	6
7132	90	86	5
7133	83	80	5
7134	53	30	2
7135	35	60	5
7136	34	64	3
7137	29	44	6
7138	100	18	6
7139	40	65	5
7140	38	86	2
7141	40	41	2
7142	48	67	6
7143	56	95	4
7144	12	12	5
7145	19	36	6
7146	18	65	3
7147	43	68	6
7148	68	61	3
7149	35	78	2
7150	76	11	5
7151	94	69	5
7152	69	96	4
7153	66	33	5
7154	56	47	2
7155	15	86	3
7156	69	82	5
7157	29	12	3
7158	13	68	2
7159	35	68	4
7160	23	90	4
7161	86	23	6
7162	96	10	2
7163	96	33	6
7164	49	46	4
7165	80	11	3
7166	29	68	4
7167	24	41	4
7168	14	24	2
7169	13	24	5
7170	92	10	5
7171	58	57	3
7172	65	36	5
7173	57	22	4
7174	38	88	4
7175	31	96	4
7176	58	28	2
7177	12	13	6
7178	55	48	5
7179	62	47	3
7180	46	98	4
7181	40	13	2
7182	43	64	6
7183	77	68	4
7184	20	57	6
7185	88	79	6
7186	95	50	5
7187	26	52	6
7188	50	87	4
7189	76	94	6
7190	11	76	4
7191	79	48	3
7192	82	10	6
7193	82	63	4
7194	40	74	4
7195	30	53	6
7196	44	23	4
7197	97	24	5
7198	40	42	2
7199	86	35	5
7200	21	74	5
7201	61	72	3
7202	50	61	4
7203	14	43	6
7204	13	16	6
7205	41	74	4
7206	32	23	2
7207	15	96	3
7208	86	30	2
7209	68	56	2
7210	83	60	4
7211	51	86	5
7212	24	45	2
7213	85	26	4
7214	74	86	5
7215	85	86	2
7216	31	18	5
7217	70	50	4
7218	46	52	5
7219	15	42	6
7220	51	26	6
7221	82	64	2
7222	100	61	2
7223	73	52	6
7224	15	48	3
7225	75	68	6
7226	88	60	6
7227	65	20	2
7228	62	98	5
7229	94	37	3
7230	97	70	6
7231	12	77	4
7232	21	62	3
7233	78	40	5
7234	54	91	5
7235	15	96	3
7236	12	51	3
7237	23	94	4
7238	79	74	4
7239	48	83	5
7240	43	86	5
7241	80	60	2
7242	74	72	2
7243	10	98	3
7244	33	64	4
7245	60	44	2
7246	56	51	5
7247	36	97	4
7248	94	35	5
7249	28	86	4
7250	82	32	4
7251	76	42	4
7252	61	90	2
7253	29	50	6
7254	78	50	3
7255	40	61	6
7256	78	71	3
7257	93	38	3
7258	62	42	6
7259	82	45	2
7260	38	71	4
7261	96	29	4
7262	77	34	3
7263	32	59	5
7264	46	43	3
7265	11	20	2
7266	88	38	2
7267	40	86	4
7268	11	86	3
7269	74	73	6
7270	83	40	5
7271	22	33	6
7272	56	10	3
7273	52	55	2
7274	98	89	3
7275	54	83	4
7276	60	80	2
7277	82	52	4
7278	26	61	6
7279	22	53	5
7280	31	56	4
7281	32	10	6
7282	60	51	4
7283	20	86	3
7284	32	95	6
7285	68	19	5
7286	88	67	4
7287	32	69	3
7288	11	10	4
7289	93	10	3
7290	73	74	2
7291	93	72	3
7292	26	21	5
7293	95	86	3
7294	13	52	6
7295	99	36	4
7296	47	12	3
7297	100	65	3
7298	66	57	5
7299	26	31	2
7300	96	33	3
7301	66	69	6
7302	32	79	4
7303	53	76	5
7304	76	45	3
7305	50	48	2
7306	44	21	4
7307	71	14	3
7308	93	12	6
7309	60	20	6
7310	85	90	4
7311	60	10	6
7312	100	44	6
7313	91	26	3
7314	81	88	4
7315	40	97	3
7316	40	23	2
7317	68	76	4
7318	84	33	2
7319	88	100	3
7320	30	75	5
7321	34	96	6
7322	34	11	3
7323	92	75	2
7324	48	60	3
7325	49	22	2
7326	37	12	4
7327	70	69	3
7328	87	56	2
7329	16	99	3
7330	56	64	3
7331	41	84	6
7332	63	12	3
7333	82	80	3
7334	64	99	4
7335	37	56	6
7336	58	97	4
7337	48	12	5
7338	53	22	6
7339	68	65	5
7340	76	56	4
7341	79	34	2
7342	46	80	3
7343	54	31	3
7344	33	24	6
7345	82	89	2
7346	56	28	4
7347	39	40	4
7348	80	38	4
7349	80	90	2
7350	75	78	6
7351	78	69	5
7352	22	61	6
7353	44	78	3
7354	71	50	2
7355	70	61	2
7356	32	55	3
7357	100	57	2
7358	75	72	3
7359	91	56	6
7360	74	36	6
7361	57	32	4
7362	36	63	4
7363	72	97	6
7364	26	61	2
7365	18	43	6
7366	36	52	2
7367	60	27	3
7368	88	80	3
7369	56	23	5
7370	52	21	4
7371	32	90	5
7372	86	50	3
7373	17	50	4
7374	88	60	5
7375	12	90	3
7376	94	61	2
7377	16	40	3
7378	88	25	5
7379	36	75	5
7380	25	38	3
7381	91	26	3
7382	32	34	4
7383	80	65	4
7384	28	51	3
7385	62	35	6
7386	50	66	4
7387	77	12	5
7388	72	61	6
7389	84	78	4
7390	93	32	4
7391	33	50	6
7392	16	26	6
7393	90	76	3
7394	85	86	2
7395	62	62	4
7396	42	21	4
7397	55	86	2
7398	60	80	4
7399	24	35	2
7400	90	47	4
7401	14	49	3
7402	86	99	4
7403	76	43	3
7404	12	33	2
7405	18	94	3
7406	10	96	4
7407	99	38	6
7408	75	10	2
7409	76	72	6
7410	35	30	3
7411	80	60	3
7412	42	61	6
7413	68	64	3
7414	53	38	2
7415	40	98	3
7416	42	83	6
7417	95	34	2
7418	98	52	5
7419	37	88	6
7420	24	47	2
7421	63	40	5
7422	22	39	3
7423	89	30	3
7424	14	54	3
7425	34	86	2
7426	36	97	2
7427	87	54	3
7428	62	39	3
7429	83	32	2
7430	73	70	4
7431	25	50	2
7432	58	71	6
7433	81	86	3
7434	69	12	3
7435	77	86	6
7436	40	26	5
7437	59	92	2
7438	22	68	3
7439	33	10	2
7440	20	37	5
7441	32	34	4
7442	66	43	6
7443	92	45	4
7444	28	34	3
7445	61	58	2
7446	54	47	4
7447	14	93	6
7448	60	80	6
7449	90	25	2
7450	22	95	2
7451	99	84	4
7452	78	81	2
7453	82	91	5
7454	48	92	2
7455	31	80	5
7456	25	100	5
7457	20	84	4
7458	55	50	3
7459	52	42	5
7460	27	70	2
7461	30	81	5
7462	82	88	4
7463	36	59	4
7464	82	73	4
7465	58	21	6
7466	43	72	6
7467	45	82	6
7468	30	48	4
7469	62	92	3
7470	38	21	2
7471	51	34	5
7472	64	74	5
7473	94	77	2
7474	44	32	2
7475	13	46	4
7476	44	38	4
7477	86	62	6
7478	94	53	4
7479	45	36	3
7480	66	23	6
7481	82	52	2
7482	90	57	4
7483	81	28	6
7484	32	88	2
7485	12	35	2
7486	21	20	6
7487	75	82	2
7488	17	72	5
7489	76	24	6
7490	67	76	3
7491	79	36	4
7492	24	16	6
7493	23	22	2
7494	64	94	5
7495	54	73	2
7496	55	32	2
7497	86	45	5
7498	58	17	5
7499	56	50	3
7500	15	62	4
7501	21	26	2
7502	54	56	4
7503	27	70	4
7504	17	98	6
7505	63	26	4
7506	15	80	2
7507	54	34	3
7508	84	21	5
7509	45	76	6
7510	65	94	3
7511	12	45	6
7512	13	18	6
7513	91	16	3
7514	72	36	2
7515	90	44	6
7516	23	80	3
7517	75	62	6
7518	56	71	6
7519	45	48	6
7520	45	42	4
7521	86	100	5
7522	93	18	2
7523	45	86	4
7524	36	68	6
7525	75	78	3
7526	51	56	2
7527	23	12	5
7528	14	23	4
7529	89	100	6
7530	28	86	3
7531	84	21	4
7532	10	92	4
7533	25	62	3
7534	78	66	3
7535	58	51	3
7536	12	57	3
7537	98	85	4
7538	100	87	2
7539	100	65	6
7540	52	59	4
7541	84	22	2
7542	56	90	6
7543	98	69	2
7544	36	86	3
7545	80	100	4
7546	49	16	4
7547	32	85	6
7548	52	11	5
7549	82	43	4
7550	64	61	3
7551	58	52	5
7552	92	26	3
7553	14	12	3
7554	25	44	2
7555	99	66	6
7556	94	99	3
7557	22	55	6
7558	100	39	2
7559	66	85	5
7560	17	66	5
7561	68	51	2
7562	20	62	5
7563	24	37	4
7564	26	23	6
7565	96	77	6
7566	96	85	6
7567	79	44	6
7568	85	62	2
7569	18	85	5
7570	19	18	4
7571	55	68	5
7572	60	78	5
7573	68	92	6
7574	53	90	6
7575	98	55	3
7576	75	74	2
7577	50	81	3
7578	51	88	2
7579	30	55	5
7580	74	99	6
7581	89	10	2
7582	86	81	5
7583	22	17	2
7584	72	83	3
7585	82	81	2
7586	59	40	6
7587	52	51	3
7588	48	33	3
7589	32	17	6
7590	93	14	2
7591	62	31	6
7592	83	82	4
7593	57	66	6
7594	91	20	2
7595	10	43	6
7596	86	31	6
7597	58	19	5
7598	95	96	3
7599	100	12	4
7600	98	35	2
7601	33	46	6
7602	26	56	3
7603	19	38	5
7604	32	69	6
7605	85	92	5
7606	88	98	2
7607	67	12	6
7608	84	99	2
7609	66	89	2
7610	71	58	2
7611	41	92	6
7612	63	20	2
7613	47	34	4
7614	63	32	3
7615	88	93	5
7616	68	36	2
7617	12	35	6
7618	37	12	2
7619	34	88	5
7620	49	70	5
7621	53	60	4
7622	21	48	2
7623	21	28	5
7624	26	70	4
7625	84	98	5
7626	46	37	2
7627	52	24	5
7628	87	18	4
7629	69	14	2
7630	96	45	2
7631	80	66	2
7632	100	52	5
7633	22	19	3
7634	41	50	6
7635	68	32	5
7636	44	16	6
7637	62	62	3
7638	48	53	4
7639	22	81	4
7640	42	67	4
7641	26	59	4
7642	33	34	6
7643	86	56	2
7644	86	50	6
7645	76	75	3
7646	59	98	3
7647	92	55	3
7648	42	93	4
7649	89	72	6
7650	86	24	3
7651	46	17	3
7652	28	51	5
7653	52	47	3
7654	82	85	2
7655	86	93	3
7656	98	50	5
7657	22	11	4
7658	61	60	3
7659	27	54	2
7660	15	52	2
7661	93	64	5
7662	59	64	3
7663	40	72	3
7664	57	80	2
7665	74	61	6
7666	84	75	4
7667	50	82	6
7668	26	71	4
7669	20	64	3
7670	56	83	6
7671	73	24	3
7672	69	74	2
7673	84	94	4
7674	58	87	5
7675	100	24	2
7676	34	85	6
7677	39	20	6
7678	82	25	4
7679	67	80	5
7680	90	42	4
7681	99	24	4
7682	44	76	5
7683	80	43	2
7684	80	17	4
7685	20	11	3
7686	31	88	6
7687	61	28	6
7688	21	72	6
7689	58	69	6
7690	68	97	4
7691	55	74	2
7692	53	78	6
7693	67	50	6
7694	86	89	4
7695	55	96	5
7696	64	64	4
7697	41	86	6
7698	42	44	6
7699	73	60	6
7700	97	34	5
7701	44	70	2
7702	16	50	5
7703	37	34	6
7704	96	47	4
7705	14	85	5
7706	91	46	6
7707	84	11	2
7708	92	97	3
7709	75	38	5
7710	89	82	5
7711	64	34	3
7712	72	18	6
7713	13	14	4
7714	87	12	6
7715	64	25	6
7716	28	36	4
7717	78	81	5
7718	29	30	6
7719	34	91	5
7720	32	31	2
7721	69	58	2
7722	44	17	2
7723	50	98	2
7724	74	56	6
7725	66	40	2
7726	72	86	5
7727	44	67	2
7728	69	100	6
7729	13	18	6
7730	48	13	5
7731	87	92	4
7732	82	53	5
7733	22	60	3
7734	29	76	4
7735	75	20	5
7736	77	20	3
7737	16	65	4
7738	22	22	6
7739	30	16	5
7740	72	63	6
7741	57	46	2
7742	85	10	2
7743	22	19	4
7744	30	43	3
7745	72	56	6
7746	21	32	4
7747	51	88	3
7748	15	84	2
7749	37	50	6
7750	70	31	3
7751	41	64	6
7752	68	90	3
7753	87	74	5
7754	73	70	4
7755	74	77	6
7756	58	79	4
7757	98	59	3
7758	14	77	4
7759	76	47	3
7760	24	63	6
7761	25	86	5
7762	86	52	6
7763	34	29	5
7764	96	27	6
7765	60	49	4
7766	74	99	3
7767	92	55	6
7768	22	51	4
7769	55	94	6
7770	48	92	6
7771	78	99	3
7772	84	82	2
7773	87	100	3
7774	50	36	4
7775	73	54	6
7776	85	94	4
7777	78	21	6
7778	20	27	5
7779	40	58	6
7780	22	64	5
7781	24	24	2
7782	88	28	5
7783	75	16	4
7784	94	30	3
7785	45	44	3
7786	65	14	4
7787	48	91	5
7788	62	92	6
7789	24	100	2
7790	98	81	3
7791	60	37	6
7792	24	43	2
7793	12	49	4
7794	11	14	6
7795	93	62	3
7796	45	76	6
7797	66	44	3
7798	64	84	4
7799	73	74	3
7800	47	14	2
7801	70	51	2
7802	88	100	5
7803	54	49	5
7804	43	60	6
7805	98	83	3
7806	100	88	6
7807	21	24	2
7808	48	74	6
7809	56	25	2
7810	60	65	2
7811	41	70	5
7812	64	63	5
7813	52	66	2
7814	70	25	5
7815	78	87	4
7816	59	82	2
7817	100	11	2
7818	45	70	3
7819	19	60	3
7820	97	94	6
7821	72	31	5
7822	90	15	5
7823	48	63	5
7824	86	29	4
7825	93	20	6
7826	42	77	4
7827	84	46	4
7828	26	45	6
7829	100	39	5
7830	47	74	2
7831	74	94	6
7832	69	84	2
7833	69	50	5
7834	28	56	2
7835	46	97	5
7836	40	91	2
7837	82	71	5
7838	28	83	5
7839	96	64	6
7840	33	96	4
7841	82	69	5
7842	61	70	6
7843	59	38	6
7844	68	18	4
7845	42	22	3
7846	64	93	2
7847	15	86	6
7848	61	38	5
7849	44	15	3
7850	35	92	5
7851	71	20	5
7852	60	66	5
7853	73	58	2
7854	94	40	3
7855	20	48	2
7856	14	17	5
7857	52	64	6
7858	85	60	6
7859	82	37	6
7860	99	14	4
7861	89	100	5
7862	76	55	5
7863	22	54	2
7864	38	69	6
7865	48	53	3
7866	10	55	6
7867	82	47	5
7868	56	89	4
7869	56	81	2
7870	78	81	4
7871	25	98	3
7872	30	50	4
7873	34	58	4
7874	67	50	6
7875	23	30	3
7876	98	73	6
7877	42	64	2
7878	50	55	5
7879	98	14	2
7880	95	16	2
